Dim.1,Dim.2,Dim.3,Dim.4,Dim.5,class
-0.1160348,-0.1859269,0.6448777,-2.053274,0.8436653,NO
1.041905,2.135102,6.61394,1.184047,1.106172,NO
-1.044562,0.169013,0.5909173,-0.5554458,0.3779184,NO
-3.547581,-0.160341,-1.200745,-0.4861853,-0.2381056,NO
-2.591548,0.675717,-0.7069906,2.043604,0.2488879,NO
-1.030284,1.91281,1.247875,0.3399703,0.5536145,NO
-2.992727,-0.4105498,0.7992882,0.326683,-1.130502,NO
-2.303601,-0.6488615,1.308587,1.051148,-1.964313,NO
-0.6479798,1.466248,1.59377,0.9216676,1.792738,NO
-2.286803,1.300742,0.9373264,1.63901,0.1201324,NO
-1.835387,-0.07347188,-1.473298,-1.255276,-0.7276727,NO
-1.54201,-0.5006092,-1.917283,-0.9389319,0.587714,NO
-0.4717799,1.192411,1.668668,0.235157,-0.02683632,NO
-0.9142699,-0.7562988,1.8054,-0.4143294,-1.357013,NO
-2.894474,0.6729682,1.834956,1.932476,0.76399,NO
-1.858094,0.2505721,-0.815639,-1.522066,0.3995155,NO
-2.147584,0.7346212,1.155121,1.331355,-0.3673357,NO
-3.529301,-0.6052923,0.5010608,0.3110404,-0.5544779,NO
-1.321807,0.359082,1.299285,-1.28526,1.621587,NO
-1.628404,0.8671291,2.311562,0.3492402,0.670613,NO
-0.9054386,2.018386,-0.4535199,-1.351031,-0.2309299,NO
-3.456203,0.1429682,0.6939331,-1.457327,0.4009895,NO
-2.114171,-0.5836692,-0.4708096,0.1964302,0.7684348,NO
-1.934448,-0.3976983,-0.5669593,-2.227547,-1.067417,NO
-2.220369,-0.3686819,-1.050162,1.301265,0.9956832,NO
0.5739012,2.547097,-1.172077,-1.486696,0.5410794,NO
0.8984173,1.329483,-0.839,1.501993,2.755205,NO
-3.512667,-2.018768,-0.2407342,-0.1727792,-1.037261,NO
-1.139163,-0.9191301,-0.2233656,0.4017403,-0.4950432,NO
-2.127732,-0.269862,-0.401361,1.064116,0.3156762,NO
-1.263162,-0.6417379,1.786652,-0.289713,-0.3758849,NO
0.6434994,2.122368,7.540913,1.524652,0.7561296,NO
-2.055481,-0.5297933,-0.5326684,1.694047,-0.7133875,NO
0.223596,0.7073365,2.114458,1.559975,-0.3168794,NO
1.109523,0.7718071,0.1782507,-1.23394,-0.3457824,NO
-5.02291,-0.8512514,-1.672898,0.6964657,-0.6478641,NO
-2.200914,-0.7987456,1.003535,1.848675,2.050288,NO
-2.06203,-1.481604,0.9104801,-0.4621176,-1.32249,NO
0.1919288,-0.3009677,2.332026,-0.7912421,-0.8660301,NO
-1.320445,1.191575,1.157708,-0.1998001,0.2597091,NO
-3.375306,-1.513817,0.4985414,0.2073052,-1.679877,NO
-0.8604044,-0.2483923,-0.5478237,0.08626949,-1.06596,NO
-2.411535,-1.576485,-0.7249002,2.903336,2.565187,NO
0.6334988,2.942309,0.9947869,-1.650477,2.154681,NO
-0.5215471,1.190509,1.162685,-0.1070855,0.1038814,NO
-3.45014,-0.8977619,-0.6353483,-0.7170813,-0.7655409,NO
-1.570924,0.9684488,0.2051978,0.1472108,-1.371556,NO
-2.579927,0.2842575,0.7092764,0.872011,-1.347027,NO
-2.524486,-1.863973,-0.5849142,0.8399767,-1.006614,NO
-1.072174,0.3140828,-1.22204,-1.634154,-0.68162,NO
-2.984553,1.648391,0.3649627,0.4156061,-0.1995444,NO
-0.1624198,1.397472,0.7618718,0.03531442,1.695044,NO
-0.9780605,-0.3446442,0.2789599,0.493318,-0.6952152,NO
-1.915125,-0.6883241,0.2185214,-0.4115037,-0.6125242,NO
-1.519338,0.357395,-1.710421,1.834683,-0.941918,NO
-2.753879,-1.036536,-0.4339342,-0.9446359,0.04808727,NO
-2.406158,-1.04322,2.124905,0.6612399,-1.342337,NO
-0.277065,0.5011491,1.31979,0.4148028,-0.2587982,NO
-0.7294985,-0.4345948,0.2632026,-1.401419,-0.9498705,NO
-2.655649,-0.02993834,-0.9979764,0.3485334,0.1079153,NO
-1.755343,-0.8389484,0.03899483,1.164154,-1.124904,NO
-0.9687867,-0.9426731,1.771812,-0.6957452,0.8840625,NO
-2.406498,-1.003871,-1.503988,1.617274,-0.2286866,NO
-2.945388,-1.415418,0.9346589,0.3397147,0.05122008,NO
-2.113575,-2.43636,0.6445979,-0.3413258,-0.6798932,NO
-0.3271491,-0.08065264,1.944325,-1.102242,0.2441301,NO
-1.803824,-0.7006723,0.7641499,1.279724,0.2253626,NO
0.1446631,0.9227285,1.1446,-1.565198,0.4071801,NO
1.668139,3.931701,1.27211,0.666064,2.14401,NO
-3.023996,-0.4831628,-1.003554,0.7433457,0.7481232,NO
-1.229186,-2.251246,0.2809686,0.7185311,-1.621122,NO
0.7016381,-0.2524389,1.386423,-0.808398,-0.7121903,NO
-2.236004,-0.8722759,1.193156,0.0230751,-0.1799476,NO
-1.369948,-1.451931,0.5366035,1.884962,0.2396614,NO
-2.204659,-1.135151,-0.78769,0.6574781,1.034758,NO
-1.925892,1.568636,0.3217571,0.8521271,0.4853002,NO
-2.034291,-0.2665733,-1.048885,0.6859151,0.3600148,NO
-2.512697,-0.05981338,3.252829,0.7607147,0.8097854,NO
-0.9025261,-1.471642,-0.155606,-0.2901554,0.04509746,NO
-2.114555,-1.05113,-0.404141,-1.254378,-3.51E-05,NO
-2.313773,-1.937051,-0.2509326,-0.4542226,-0.484822,NO
0.06615892,-0.7080215,-0.0633565,-0.128416,0.8241832,NO
-2.200534,-0.7448432,3.017075,1.09452,-0.6737922,NO
-1.081478,0.9314522,2.455119,2.233298,1.792862,NO
-2.265481,-1.276665,0.7755583,0.9848453,-1.047743,NO
-1.016076,-2.53176,0.4831667,-1.642837,-0.3430455,NO
-2.198631,-0.2717919,-0.9904379,0.7444486,0.13097,NO
1.21505,-0.1173001,0.3839272,2.900473,0.6395671,NO
-2.032778,-0.1977663,0.9465256,-0.6981473,-0.425047,NO
-0.6087908,1.113101,-1.466232,0.1295224,0.06378768,NO
0.7758386,-0.1964678,0.6808209,2.347324,-0.5309624,NO
-1.067968,-1.738676,-0.8853223,-0.3681351,-0.9540713,NO
0.2027261,0.1924889,-0.8743787,-0.5816927,-0.8163003,NO
-0.4608786,0.5769354,0.4760942,-2.39722,-0.09245689,NO
-2.388223,-0.642985,0.6519481,-0.5520982,0.498351,NO
-2.981158,-0.3726573,1.606441,-1.10297,-1.450215,NO
-0.3401249,0.5723021,1.870657,0.6534385,0.4084838,NO
1.454769,0.9051469,-1.115416,-2.707968,0.9640684,NO
-0.2871427,1.583943,1.826073,-1.535364,0.39687,NO
-0.8744005,-0.4107225,-0.2552182,-0.3464747,0.7792768,NO
-2.004935,-0.6123899,0.7828462,0.9759272,-0.3373951,NO
-2.082831,-1.206667,-0.24076,-2.001696,0.1998305,NO
-2.769905,-1.742415,0.09105527,-0.6829591,-1.035787,NO
-0.9410799,-0.6025918,-1.844119,-1.892589,0.270066,NO
-0.6689837,0.8735546,-2.131897,3.30658,0.421815,NO
-2.097215,-0.8610651,1.515327,0.05002331,-0.4455481,NO
-2.939053,-1.261583,1.022949,1.492344,-0.8642543,NO
-1.541434,-0.9801471,0.9487141,1.334935,0.5272628,NO
-3.141025,-1.025303,1.206135,0.4184325,1.758428,NO
-1.732454,-1.312923,0.3504519,0.282447,-0.1452715,NO
-1.625604,1.188568,4.892869,-0.2449632,0.01077867,NO
-2.452124,0.1791982,-1.373951,-0.873344,-1.05432,NO
-3.152594,1.355344,-0.7848515,2.551769,0.2834498,NO
-1.545303,0.7879988,0.8440438,1.400552,-1.163505,NO
-4.313308,-0.2719614,-0.5796179,0.5181442,-0.3899414,NO
-0.2782189,0.2516703,-2.497355,1.289968,1.639513,NO
-0.7655184,1.875549,-1.036988,-1.342454,1.263932,NO
-1.086325,0.4689173,-0.3636758,0.8345708,-0.8068167,NO
-1.723252,-0.5001504,-0.1235728,-1.093226,-0.3636832,NO
-0.2705463,0.9881404,-1.932068,1.188727,-0.2028226,NO
-3.588549,1.874077,0.5417094,1.495662,0.3674018,NO
2.922601,3.361114,0.5139509,-0.3776763,1.005844,NO
-0.08864462,1.538555,-1.237263,0.9477427,-0.6326802,NO
0.5476262,1.004559,1.637217,-1.817107,0.5346212,NO
-1.2698,3.055586,-0.6547892,0.7074987,1.045492,NO
-2.717684,-0.5675854,-0.1996438,0.3746735,0.1082299,NO
-0.7285458,-1.114436,-1.483032,-0.02607338,2.565286,NO
-2.90019,1.408171,-0.7835475,0.1540977,0.3042636,NO
-1.826942,2.133807,-0.7656196,0.7129955,0.2676486,NO
-2.644476,-0.04762272,-0.8685976,-0.3335767,-1.257704,NO
0.4824363,2.81563,-0.3659525,2.31499,0.8033593,NO
-1.561946,0.2066656,-0.7625334,1.964729,0.6315254,NO
-3.091675,-0.7071447,-0.6323977,0.1094744,-0.7926506,NO
0.4879385,1.625773,0.7435431,0.590186,1.280422,NO
-2.532809,0.366114,1.283603,-0.7812471,0.6023079,NO
-0.6138598,1.642275,0.332678,-1.607029,1.951835,NO
-3.007679,-1.294243,-0.3900422,0.8713128,-0.2982219,NO
-2.619306,0.03511614,0.1171721,-0.9176909,0.9134417,NO
-1.891174,1.031034,-0.2964465,-1.931652,-0.804013,NO
-1.254512,5.813087,-3.332642,3.615164,1.344687,NO
-0.6817881,0.2017437,-0.0996803,0.9976136,0.06433,NO
-2.766538,-0.06462141,-0.2390378,-0.6730064,-0.2325931,NO
-3.052102,-0.3667852,0.05381499,0.4488205,-0.1753308,NO
1.80461,1.393955,-1.238101,2.809086,-0.05115582,NO
-0.4433895,1.932164,-0.6063449,0.5920688,0.8761609,NO
-2.546366,0.5892486,0.01175994,-1.139508,-0.01420422,NO
0.08355896,2.639994,-0.456872,0.9177018,0.805056,NO
-2.392018,-0.8544191,0.7303424,1.810191,0.6168404,NO
-2.277746,-0.4880829,-0.443357,-0.3255583,0.6431248,NO
-2.397048,1.452182,0.2937307,-0.258216,0.7570388,NO
-3.335003,-0.4577164,0.2205386,-0.4074292,-0.2568828,NO
-1.372659,-1.393658,1.746519,0.7528927,1.049025,NO
-0.07350371,3.149971,-0.5185017,-0.09833559,0.9613254,NO
-1.891016,0.5073407,0.9741058,-0.3983089,-0.2405896,NO
0.1200112,2.210221,0.2483281,-0.572272,-0.0782553,NO
-0.0913115,0.06849765,0.06360668,-0.727871,1.914927,NO
-3.04293,0.05510421,1.232796,0.1464013,1.452756,NO
-2.482942,0.1651215,0.1848142,0.5715893,0.2355496,NO
-3.122666,0.270974,-0.05355221,0.4540758,-0.5078601,NO
-1.52161,0.3288581,0.3002765,0.1694384,-1.38605,NO
-1.994223,-0.07928351,0.8756153,2.202932,0.5719253,NO
-3.103482,-1.100575,0.4682674,1.37513,0.3057478,NO
-1.719044,0.1536129,0.1345954,0.3697186,-1.028913,NO
-0.7598628,0.9270159,-1.074115,0.3479058,0.0535131,NO
0.3244742,-0.01040258,-1.374059,-1.498715,-0.2991545,NO
-1.327871,0.9963577,1.876401,-0.6003435,0.2429739,NO
-2.782689,-0.3351629,0.6098883,0.9654363,-0.4896258,NO
-1.840347,-0.5733919,-0.6729024,0.2960917,-0.2235716,NO
-3.001856,-0.7788058,0.331687,-1.358559,-0.3610238,NO
0.5543127,1.202297,-1.842628,2.42134,0.1665459,NO
-1.766371,1.031611,1.76152,-0.2748206,0.3026747,NO
-1.593291,0.3833942,-0.4527958,-1.399529,-0.5418377,NO
-0.3930171,0.5208095,1.832633,0.3983927,0.5060141,NO
-2.469777,0.554573,-0.2868242,0.2592362,0.06165598,NO
-3.350481,0.1155136,-1.158195,1.367625,-0.2823232,NO
-2.776641,0.5056825,-1.401572,1.549091,-0.5521885,NO
-3.012834,0.2817054,0.09201346,-1.84051,0.2684075,NO
-2.214407,1.028914,1.499855,-0.5830367,0.06371617,NO
0.02288592,0.5238701,1.690854,3.103543,-0.2957589,NO
-3.064405,0.04772938,0.4122264,1.451691,1.044249,NO
-2.566258,0.5980935,1.317751,0.1683956,1.449107,NO
-1.59268,2.139507,1.081244,-1.017571,-1.088107,NO
-2.354227,3.234098,-0.5951467,0.5501252,0.8405992,NO
-1.143144,-0.7673609,0.5062304,0.6934131,-0.4010126,NO
-3.418354,-1.393537,-0.9611623,0.3858955,-1.712249,NO
-1.919838,-0.3315915,-0.5703264,1.027609,-1.080416,NO
-2.308799,-1.165131,-0.6664935,0.5785763,-0.993875,NO
0.164602,-0.1583834,1.032861,1.532568,-0.3963458,NO
-1.942939,-1.973182,2.419628,-0.3036078,-1.226987,NO
-1.288029,3.297925,-3.184355,0.7648816,0.6056678,NO
-2.492674,-1.885969,-1.912047,-0.0342252,0.227059,NO
-2.268604,0.4468904,0.5984025,-0.4018038,0.9535653,NO
-2.175692,-1.42411,0.899086,-0.9749948,-1.077801,NO
-2.381851,-1.576518,-0.8971093,-0.6932527,-0.7361714,NO
-1.455896,-0.0487023,1.276753,0.08218451,0.008124075,NO
-3.781348,0.1081281,-2.037725,0.9823456,0.6257988,NO
-1.385427,5.02542,-2.401426,0.8851423,0.6121444,NO
0.1002995,0.00248693,-1.996494,-0.0414457,0.02538406,NO
-0.3105356,-0.0169377,-0.6892861,2.037326,-0.3088863,NO
-1.33565,-0.5905187,-1.196763,0.06951058,-0.3020702,NO
-1.904433,-1.075899,1.663594,0.2848789,-0.4346811,NO
-2.241695,-2.712977,1.545523,0.004992659,-0.1131315,NO
-3.266972,1.279793,1.018458,0.3961465,0.2374773,NO
-2.350028,-0.03805881,-1.218327,1.213166,0.9482555,NO
-1.820599,-0.6407759,1.19954,-0.1073395,-0.2807114,NO
-2.530011,-1.015372,-0.5549102,0.3479151,-1.061238,NO
0.542478,0.4395068,0.3443286,-0.1618631,0.9894785,NO
-1.723628,-0.9118503,0.7950533,0.5421303,-0.4929425,NO
-2.150819,-1.136112,0.6445555,-0.3444669,0.1536816,NO
-1.430793,1.096391,1.616208,1.343165,-0.5246496,NO
1.041243,-0.7605374,0.492961,1.468429,-0.6698468,NO
-0.1642905,-0.6393863,1.708222,1.305515,0.5186816,NO
-2.244588,-0.8113726,1.170316,0.2570472,-0.5131704,NO
-2.55548,-1.018932,0.5426124,0.6276115,-0.1380519,NO
-3.428978,-0.3840059,0.7049839,0.5789656,-0.2329433,NO
1.58351,0.4728012,-0.141958,1.112855,-0.06649425,NO
-1.02382,-0.5696248,0.09001251,0.3318065,-0.4292909,NO
-0.8171863,1.173002,-0.6848637,-2.434393,-0.4073556,NO
-2.52117,0.07984079,0.5719897,0.9551785,-1.056758,NO
-2.920301,-1.277669,-1.123912,1.04855,0.9565369,NO
-2.556502,-0.072229,2.190514,-0.5874613,0.496989,NO
-1.979979,-0.703508,1.022257,-0.04622005,-0.856652,NO
-3.02862,0.6607711,0.08647339,0.3088745,-0.6690169,NO
-2.856511,-0.8982138,-0.5086958,-1.608102,-1.188048,NO
-0.5729193,0.01555842,-0.3562491,-0.084445,-0.6540466,NO
-3.313121,-0.4367183,0.6832897,-0.6290403,0.03364207,NO
0.189398,-0.09401704,0.2820099,-0.04525214,-1.647108,NO
-1.217937,-0.302375,0.7240548,-1.000364,-0.7452577,NO
-1.551399,1.487766,-0.3103577,-0.1277158,0.07735691,NO
-1.065126,-0.2470808,1.188233,1.691949,-0.5534332,NO
-1.844442,-1.118566,1.506613,1.398573,-0.5845969,NO
-2.598371,0.8639069,0.5586821,0.5484322,0.3280976,NO
-2.544017,-1.6357,1.202814,1.375955,1.000926,NO
-2.694306,-1.467717,-0.6646955,-0.3485787,-0.9604809,NO
0.3798169,-0.3398601,-0.7328254,-0.3744806,-0.725157,NO
-2.266291,-1.56144,-0.07735418,-0.7867934,-0.06357652,NO
-2.750249,-2.146594,-0.6093518,0.02406656,-0.8119135,NO
-0.8914983,-0.7020955,1.593086,1.398952,-1.288122,NO
-1.788002,-1.661971,1.398907,-0.9365775,0.9949835,NO
-2.84526,-0.8593203,-0.5667096,-0.4548381,1.492259,NO
-1.7207,-0.5978039,2.393919,0.8764059,-0.689943,NO
-1.928678,-0.2630119,1.270023,-1.638484,0.3997904,NO
-2.476589,-0.8759867,-0.1146053,-0.5062079,-1.684355,NO
0.2970979,0.309091,1.174687,0.9307543,-0.5275575,NO
-2.571661,-0.1092857,1.164476,-0.4761572,0.2358224,NO
-2.566405,1.043465,0.2170796,0.4994269,0.2456444,NO
-3.087695,-0.4916933,0.414693,-0.1740691,-0.4036001,NO
-1.25096,-1.062721,-0.2776635,1.076168,-1.147421,NO
-1.110937,-0.4711912,-1.772104,-0.2611368,-1.345897,NO
-0.8363113,-0.904745,0.4122901,0.3580255,0.141483,NO
-1.593389,-0.3271805,1.495897,0.09086728,-0.04875989,NO
-3.007567,0.7112837,3.035513,0.07608881,1.122227,NO
-2.712924,-0.3755207,-0.01774642,-0.06704462,-0.5984727,NO
-2.51349,-0.04762287,-0.1654171,0.3429657,0.8304815,NO
0.3258765,-0.7416711,-1.25944,-0.6002123,0.0199468,NO
-0.0513132,1.19718,0.29214,0.1777037,-0.2404765,NO
-1.987603,-0.6397124,1.650754,-0.6201211,-0.5635565,NO
-1.558052,0.2311149,-2.035813,1.176211,0.1569596,NO
-2.215298,-0.7401038,1.439291,0.597714,-1.203146,NO
-3.055518,0.286081,1.098784,-0.9284851,0.332809,NO
-2.262084,-1.073046,-1.224204,-1.708741,0.4094598,NO
-3.04363,-0.2910181,-0.6892521,0.02812967,0.2129812,NO
-2.522319,0.145953,0.6788877,-0.6364543,1.455276,NO
-2.982294,-0.3551489,-0.4433071,-0.2759524,-0.9546407,NO
-0.4699952,-0.466505,-2.589904,0.0286089,0.2062501,NO
-3.387788,-1.300376,0.08242219,0.03319283,-0.2852483,NO
-1.182173,1.36748,0.1147886,-0.7796687,-0.5535718,NO
0.858569,1.393212,0.4785123,0.982105,-0.9919404,NO
-1.413931,-0.5648508,-0.08159927,1.149108,-0.9961957,NO
-0.1082643,2.162255,2.144889,1.537461,1.353456,NO
-0.869225,-0.2883744,2.445125,-0.8174837,-0.6623355,NO
-1.27161,0.8215233,2.761787,1.500574,0.1636229,NO
-0.1226455,-0.2535036,0.2744651,0.1090708,-0.6920289,NO
-0.6231257,-1.576711,0.01833843,1.470756,-1.013304,NO
-3.075418,1.62892,1.000396,-1.395199,0.3260673,NO
-3.73276,-0.1208756,0.6850515,0.6675239,0.4902521,NO
0.3094054,1.279489,-0.9543799,0.4529885,-0.03347886,NO
1.531606,0.191451,-1.910139,0.5551643,-0.4548086,NO
-0.5318144,-1.139804,0.6708361,1.102434,-1.989459,NO
1.452668,2.626245,-2.138209,0.1411181,1.12615,NO
-1.497249,1.354272,0.5959,-1.989993,0.727963,NO
-2.51716,-0.3692689,0.3201442,0.5460803,-1.019564,NO
1.461485,0.131443,1.023175,0.09127102,-0.5824354,NO
-0.193612,-0.4601358,-1.061501,-1.010232,-0.292963,NO
-2.572522,-0.4616424,0.5461878,0.4176593,0.2469421,NO
-2.563229,-0.5205947,-2.305767,-0.5171538,-0.6926354,NO
-2.848321,-1.224954,1.864098,-0.05532497,0.1831459,NO
-0.7634996,0.4779584,1.379241,-0.01848538,0.1431267,NO
-1.53941,1.924553,-1.467877,1.076701,-0.1251418,NO
-0.492996,-1.61035,-0.6062968,0.8284014,1.10536,NO
-1.168776,0.9091858,-1.174078,0.1977346,0.1507925,NO
-1.228506,-0.4716132,1.168118,0.6919474,-0.05620643,NO
-3.66185,2.794705,-1.205701,0.5295626,1.273948,NO
-2.018166,0.5720224,1.027278,-0.5952841,0.9595768,NO
-0.7122684,1.61143,0.3622035,1.631205,0.4679664,NO
-1.232477,-0.02761866,2.276274,0.1141283,-0.7433875,NO
-1.584768,-0.7817708,-0.7096906,0.3966244,-0.9725712,NO
-0.5009415,1.304702,0.8842734,-0.7474961,1.307344,NO
-1.509638,-0.3783153,1.250047,1.393085,0.009210126,NO
-1.166773,-0.8296744,0.01910037,0.2023416,-1.139902,NO
-1.629463,0.0767329,-0.7732008,1.269932,-0.3022084,NO
0.1660258,-0.8499756,0.323812,-1.428433,-1.165172,NO
-2.255941,-0.6526905,0.4616801,0.5691663,-0.7700455,NO
-0.2380797,-0.03946548,-0.6528345,-1.020737,-0.3116344,NO
1.278031,2.509417,0.9896263,1.731462,0.889218,NO
-1.647551,0.07471223,0.1415292,-1.638361,1.507894,NO
-0.6292593,-1.267206,0.7837287,0.3808186,-0.4344085,NO
-0.7956246,-1.344081,1.699597,0.008812106,-0.1060797,NO
-1.087317,-0.02425547,0.9594126,0.03716653,0.2728584,NO
-0.5823214,-1.794593,0.321559,0.719295,-0.1437506,NO
0.2563153,0.1992739,-0.390466,2.154786,-0.02269176,NO
-0.7566452,0.1501869,0.8837476,-1.890622,0.6303168,NO
-1.780964,0.3004413,0.2893772,-1.491979,-0.01235918,NO
-1.979313,0.6149863,2.18597,-0.8989775,-0.06696347,NO
-1.607889,-1.523262,-1.193069,-1.884934,-0.5287852,NO
-2.211747,-0.9700793,-1.580355,-0.126227,-0.8271493,NO
1.978014,1.122124,1.403275,-1.747167,0.5354531,NO
-1.36964,-1.751715,0.350685,0.6831656,-0.06137247,NO
-2.535044,-0.6617123,0.9859315,-0.8152441,0.6705344,NO
-0.2680753,-0.3204593,-2.994657,-0.3870781,0.578738,NO
-1.630819,0.5554634,0.5203343,0.1725129,-0.8428104,NO
-0.7323053,0.02338771,1.497865,0.9398927,-0.8618715,NO
-0.8497516,1.387438,1.122267,-1.121724,0.8720651,NO
-2.09989,1.902488,-1.108525,-1.813391,0.5132803,NO
0.6402329,1.649542,3.876663,0.6199065,-0.4925025,NO
-3.109471,-0.9270959,-0.003119036,-0.3563249,0.5068727,NO
-0.8409109,0.52448,-0.3766429,-0.01327537,0.5005042,NO
-0.683466,1.301984,0.3584248,-0.08543268,-0.6757768,NO
-2.052423,1.229135,-1.808624,-2.663229,0.5393503,NO
-2.257454,2.017498,-3.038615,-0.732485,-0.569071,NO
-1.525869,0.2822696,2.96492,-0.04643778,0.4649835,NO
0.5414809,-1.571627,-0.1042173,1.628074,-0.5760707,NO
-2.52524,-0.3493211,-1.633372,0.4999302,-0.3739314,NO
-0.9938643,-0.7202641,-1.56242,0.5916196,-0.2543851,NO
0.2730937,0.4012914,-1.57048,1.736666,0.4080856,NO
-2.705687,-1.896423,-1.619605,0.7016722,0.219048,NO
-2.489911,-1.206897,-0.8747978,-1.491785,-0.1633623,NO
-1.153211,-0.7147803,0.8313952,0.9201192,0.6270137,NO
-2.712206,-0.1766306,0.02238852,0.6910865,-0.376475,NO
-1.118074,0.2107239,-0.6708037,0.623421,0.6251532,NO
0.2566981,0.674021,1.729553,-0.03690161,-0.4226754,NO
-0.2254572,0.5458062,3.328429,-1.196438,-0.426842,NO
0.1997088,0.5700053,0.3855303,-1.307898,1.719177,NO
1.290927,2.494543,-0.5372402,1.169152,1.359751,NO
-0.3548205,0.3493676,-1.437644,-0.4861809,-0.5440988,NO
-1.532912,-0.2246967,0.4904965,0.9551652,1.093828,NO
-2.296306,-0.2403813,0.2418907,-0.02256412,-0.3646047,NO
-1.122817,1.264098,-1.452918,-0.1030047,-0.5441236,NO
-2.683539,-1.447515,1.424248,0.6016621,-0.1265589,NO
-1.159484,0.3422628,0.7698523,-1.097108,1.381886,NO
-2.969559,-0.7181244,-1.15385,-0.1043927,0.0845862,NO
-2.024041,0.642695,0.9845109,-0.6077442,1.326386,NO
-1.623381,1.4019,0.8638313,0.7951297,-0.3501546,NO
-1.295047,-0.08363527,1.222585,2.571491,0.3899904,NO
-0.5903631,0.3761377,-2.082925,2.508456,0.3392764,NO
0.5126299,-0.01792406,-0.1051711,1.378038,3.1403,NO
-2.189877,-0.633772,0.6972871,0.9360876,0.2368859,NO
1.103038,1.395634,0.7256761,1.684963,0.4438379,NO
-1.102348,-1.056953,2.489096,0.1684317,-0.02369551,NO
-3.943528,0.06811214,-0.1164223,0.3586678,-0.4216708,NO
-1.675298,0.6837126,0.1480728,0.4925929,0.6477694,NO
-0.8744313,0.1093947,-2.450781,1.639518,1.275802,NO
-3.06229,1.412781,-0.9700523,-0.151802,-0.04783394,NO
-1.170112,-1.590546,-1.256646,-0.3934813,0.7000205,NO
-1.878548,-1.1542,-1.728521,0.7744611,-0.9447757,NO
-2.243703,-0.4527121,-1.469419,1.727915,0.5763596,NO
-4.149076,-1.462927,-0.4394206,-0.7393826,-0.4968549,NO
-2.569378,-1.106636,0.7045713,-0.6293995,-0.4264196,NO
-1.807884,-0.1790486,0.8955543,1.392039,0.7986724,NO
-0.6799244,-0.06100067,0.175453,2.091863,0.3050096,NO
0.2061103,-0.1765196,-1.708754,1.664054,1.000463,NO
-3.530433,-0.6898129,-0.9646003,0.7364949,-0.4551548,NO
-0.9981061,-1.637198,-0.447151,1.248653,-0.1622569,NO
-2.50368,0.6941822,0.4851584,1.055095,0.1891712,NO
-2.846096,-1.025286,-1.248395,0.287125,-0.1711216,NO
-2.925606,0.03732484,-1.958905,0.03805619,0.8682113,NO
-1.679862,-0.05658668,0.9628126,1.699231,-0.7841892,NO
-0.4523637,0.3409525,1.652543,2.215206,0.316302,NO
-2.026923,0.4957864,1.718333,1.662105,1.190669,NO
-1.08488,0.7063167,0.02430008,0.8146236,-0.5945691,NO
-0.7634949,0.4966399,-0.2746355,0.5789977,0.09221658,NO
-3.29319,-2.090992,-0.8152475,0.6393238,0.4120267,NO
-1.411923,-1.083013,-2.095242,0.8065357,0.1243665,NO
-2.113536,0.1128743,-0.06160304,-0.04705533,-0.2778634,NO
0.6094929,1.409849,-1.884908,-0.9460547,-1.600588,NO
3.404342,1.081991,-1.234113,0.7123634,0.6508775,NO
-0.6403857,0.8665144,-0.0446936,-0.2239788,0.06088804,NO
-2.020928,-0.7267333,-1.081678,-0.6738323,0.003542378,NO
-3.921936,-0.2150257,0.5309817,-0.2810655,-0.1192063,NO
-0.9627976,-0.2420655,-0.2322701,1.799908,0.1228002,NO
-3.495203,0.1209611,-0.140191,-0.2010949,0.02758329,NO
-2.576676,0.3956026,0.8403262,-0.6184939,1.244899,NO
-1.999923,1.736506,-0.6908606,-0.4630493,1.133355,NO
-0.743865,0.9695935,-0.3904223,2.779953,-0.1267661,NO
-0.2973074,1.924971,1.383779,-2.768121,1.305888,NO
-3.726345,-0.5950138,0.494375,0.1589625,-0.3711754,NO
-1.760188,-0.02144643,0.4972949,0.4325235,1.522275,NO
-1.519754,-0.1029331,-2.158521,-0.1426128,-0.7441065,NO
-0.7825965,-0.005096137,2.177086,0.8887257,0.2116042,NO
-2.254539,1.444419,1.216929,-0.666917,0.7103118,NO
1.517021,1.249216,-0.6735067,1.202749,-0.2059354,NO
-1.6821,-0.5405963,-1.227066,2.133021,0.4583786,NO
-1.820794,0.1820306,-0.03870814,-0.2793632,-0.9934498,NO
-2.300502,0.4581836,-0.7242526,1.208264,0.6688825,NO
-2.269814,0.6931638,0.03826103,-0.2405275,0.07933263,NO
-3.545229,-0.1216188,0.391052,0.1109046,0.3100965,NO
-2.196132,-1.184941,-0.1693213,1.056441,1.754521,NO
-2.831577,1.735211,-0.2157537,0.7028985,0.6786261,NO
-1.914931,1.213894,-2.052457,1.764165,-0.07837017,NO
-3.415046,2.017443,0.2643267,0.2965323,0.636166,NO
-0.8496351,2.849696,2.562196,0.7282127,1.46771,NO
0.4762469,0.9500521,-0.000423646,2.309701,0.3034901,NO
0.144721,1.211936,1.011141,1.064329,0.6648098,NO
-3.151496,0.3382072,0.4072254,0.4179591,0.335249,NO
-2.596456,1.222657,1.444617,1.799195,-0.03929135,NO
-1.012737,-0.4244637,-0.6568392,1.206449,0.1492795,NO
-1.237787,1.622206,-0.606787,1.173408,0.9155137,NO
-1.297244,1.620817,2.176473,1.631906,0.7352113,NO
-1.958298,-1.134569,-0.5988053,1.980408,1.999523,NO
